date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
2015-02-15,125287.71,1339.100663,125287.71,1339.100663,0.0,0.0,0.0,18.2,34.4,25.7,0.4,Y,N
2015-02-16,131832.63,1740.264242,131832.63,1740.264242,0.0,0.0,0.0,17.4,24.6,26.3,0.0,Y,N
2015-02-17,127666.01,1647.725637,127666.01,1647.725637,0.0,0.0,0.0,17.6,20.6,8.3,0.0,Y,N
2015-02-18,125972.765,1646.943631,125972.765,1646.943631,0.0,0.0,0.0,17.7,21.2,7.8,0.0,Y,N
2015-02-19,139399.69,1830.135388,139399.69,1830.135388,0.0,0.0,0.0,18.2,26.9,24.7,0.0,Y,N
2015-02-20,139465.675,1826.851438,139465.675,1826.851438,0.0,0.0,0.0,17.4,25.3,24.7,0.0,Y,N
2015-02-21,136283.03,1702.341097,136283.03,1702.341097,0.0,0.0,0.0,18.1,36.1,20.0,0.0,Y,N
2015-02-22,138016.35,1765.357841,138016.35,1765.357841,0.0,0.0,0.0,20.3,35.3,11.7,1.6,Y,N
2015-02-25,130062.755,1815.117405,130062.755,1815.117405,0.0,0.0,0.0,14.0,27.0,24.1,0.0,Y,N
2015-02-26,131525.855,2129.045922,131525.855,2129.045922,0.0,0.0,0.0,16.0,23.2,18.5,0.0,Y,N
2015-02-27,131069.4,1979.385959,131069.4,1979.385959,0.0,0.0,0.0,14.8,24.3,21.7,0.0,Y,N
2015-02-28,116275.73,1369.546331,116275.73,1369.546331,0.0,0.0,0.0,17.9,32.3,6.9,0.0,Y,N
2015-03-02,123301.835,1806.580684,123301.835,1806.580684,0.0,0.0,0.0,11.6,23.0,22.0,0.0,Y,N
2015-03-03,126750.29,2382.48823,126750.29,2382.48823,0.0,0.0,0.0,15.5,22.7,21.2,0.0,Y,N
2015-03-04,120764.185,2029.142799,120764.185,2029.142799,0.0,0.0,0.0,15.4,23.5,23.0,0.0,Y,N
2015-03-05,114967.345,1379.334447,114967.345,1379.334447,0.0,0.0,0.0,12.6,18.6,22.5,0.8,Y,N
2015-03-06,117053.75,1511.570917,117053.75,1511.570917,0.0,0.0,0.0,14.1,21.1,10.8,0.2,Y,N
2015-03-07,108344.575,1204.506796,108344.575,1204.506796,0.0,0.0,0.0,15.4,22.6,10.8,0.2,Y,N
2015-03-08,106348.78,1120.689427,106348.78,1120.689427,0.0,0.0,0.0,16.2,24.4,20.4,0.0,Y,N
2015-03-09,108282.48,1296.825479,108282.48,1296.825479,0.0,0.0,0.0,14.4,23.8,18.6,0.0,Y,Y
2015-03-10,125828.53,1730.171418,125828.53,1730.171418,0.0,0.0,0.0,16.2,21.7,22.1,0.0,Y,N
2015-03-11,124418.415,1830.000967,124418.415,1830.000967,0.0,0.0,0.0,11.2,23.8,22.3,0.0,Y,N
2015-03-12,121683.65,1418.426356,121683.65,1418.426356,0.0,0.0,0.0,13.0,19.9,18.7,0.0,Y,N
2015-03-13,120929.815,1317.921435,120929.815,1317.921435,0.0,0.0,0.0,14.4,20.4,21.2,0.0,Y,N
2015-03-14,108738.82,947.4800252,108738.82,947.4800252,0.0,0.0,0.0,9.4,30.1,20.0,0.0,Y,N
2015-03-16,123787.075,1234.333772,123787.075,1234.333772,0.0,0.0,0.0,10.5,25.5,14.5,0.0,Y,N
2015-03-17,125600.86,1164.871969,125600.86,1164.871969,0.0,0.0,0.0,13.0,26.2,4.8,0.0,Y,N
2015-03-18,127975.815,1331.172597,127975.815,1331.172597,0.0,0.0,0.0,17.8,24.4,9.4,1.4,Y,N
2015-03-19,128319.45,1338.232086,128319.45,1338.232086,0.0,0.0,0.0,16.5,33.5,15.1,0.0,Y,N
2015-03-20,119491.32,1310.992831,119491.32,1310.992831,0.0,0.0,0.0,14.2,19.6,19.9,0.0,Y,N
2015-03-21,106754.8,1115.203235,106754.8,1115.203235,0.0,0.0,0.0,11.9,22.7,20.8,0.0,Y,N
2015-03-22,106555.03,1030.501349,106555.03,1030.501349,0.0,0.0,0.0,11.3,28.8,19.9,0.0,Y,N
2015-03-23,122810.05,1453.566156,122810.05,1453.566156,0.0,0.0,0.0,13.6,27.0,3.9,0.0,Y,N
2015-03-24,123234.935,1855.166466,123234.935,1855.166466,0.0,0.0,0.0,12.6,15.3,3.8,1.4,Y,N
2015-03-25,122268.86,1555.050644,122268.86,1555.050644,0.0,0.0,0.0,13.0,20.4,13.8,0.4,Y,N
2015-03-26,121998.2,1196.780137,121998.2,1196.780137,0.0,0.0,0.0,9.8,18.0,9.9,0.4,Y,N
2015-03-27,122346.335,1403.779073,122346.335,1403.779073,0.0,0.0,0.0,11.6,18.1,11.2,0.2,N,N
2015-03-28,112187.715,1594.411453,112187.715,1594.411453,0.0,0.0,0.0,12.7,19.1,14.4,0.0,N,N
2015-03-29,106418.665,1343.92286,106418.665,1343.92286,0.0,0.0,0.0,8.5,22.7,18.6,0.0,N,N
2015-03-30,123061.87,1838.382256,123061.87,1838.382256,0.0,0.0,0.0,10.6,23.1,18.1,0.0,N,N
2015-03-31,125795.325,1734.137945,125795.325,1734.137945,0.0,0.0,0.0,11.2,25.3,18.1,0.0,N,N
2015-04-01,122042.265,1425.360385,122042.265,1425.360385,0.0,0.0,0.0,13.3,29.0,10.7,0.0,N,N
2015-04-02,113838.41,1277.879849,113838.41,1277.879849,0.0,0.0,0.0,12.8,17.2,17.5,0.2,N,N
2015-04-03,98891.06,1140.567947,98891.06,1140.567947,0.0,0.0,0.0,8.0,20.9,17.4,0.0,N,Y
2015-04-04,103999.17,1263.05342,103999.17,1263.05342,0.0,0.0,0.0,8.5,23.5,16.2,0.0,N,Y
2015-04-05,103685.45,1117.106186,103685.45,1117.106186,0.0,0.0,0.0,10.2,18.5,9.8,0.0,N,N
2015-04-06,107383.37,928.6346625,107383.37,928.6346625,0.0,0.0,0.0,11.2,18.4,13.0,0.0,N,Y
2015-04-09,123990.76,1373.068886,123990.76,1373.068886,0.0,0.0,0.0,8.7,19.1,10.9,0.0,N,N
2015-04-10,121753.115,1398.632225,121753.115,1398.632225,0.0,0.0,0.0,8.6,18.7,15.9,0.0,N,N
2015-04-11,110034.165,1255.855543,110034.165,1255.855543,0.0,0.0,0.0,11.6,23.7,14.9,0.0,N,N
2015-04-12,103760.225,1201.228936,103760.225,1201.228936,0.0,0.0,0.0,12.1,18.3,13.4,0.0,N,N
2015-04-13,125107.78,1601.869506,125107.78,1601.869506,0.0,0.0,0.0,7.3,19.1,14.9,0.0,N,N
2015-04-14,127793.38,1688.307217,127793.38,1688.307217,0.0,0.0,0.0,10.5,24.7,8.4,1.6,Y,N
2015-04-16,126937.94,2215.921787,126937.94,2215.921787,0.0,0.0,0.0,15.6,17.8,10.9,0.0,Y,N
2015-04-17,131031.415,1851.299387,131031.415,1851.299387,0.0,0.0,0.0,10.1,17.1,7.5,0.0,Y,N
2015-04-20,126696.19,1834.395767,126696.19,1834.395767,0.0,0.0,0.0,7.0,16.2,12.7,1.4,Y,N
2015-04-21,127973.585,1659.872857,127973.585,1659.872857,0.0,0.0,0.0,6.5,17.7,13.8,0.0,Y,N
2015-04-22,128598.495,1998.792096,128598.495,1998.792096,0.0,0.0,0.0,9.1,19.5,7.1,0.0,Y,N
2015-04-23,126483.805,1929.462744,126483.805,1929.462744,0.0,0.0,0.0,12.2,19.2,7.5,0.0,Y,N
2015-04-24,126230.785,1988.04259,126230.785,1988.04259,0.0,0.0,0.0,14.4,21.1,7.8,0.0,Y,N
2015-04-28,132642.14,2520.219834,132642.14,2520.219834,0.0,0.0,0.0,10.1,16.0,8.9,1.6,Y,N
2015-04-29,132814.615,2169.530344,132814.615,2169.530344,0.0,0.0,0.0,7.4,17.1,12.6,0.0,Y,N
2015-04-30,132669.58,2129.376771,132669.58,2129.376771,0.0,0.0,0.0,6.4,19.6,12.3,0.0,Y,N
2015-05-01,126304.445,2585.933951,126304.445,2585.933951,0.0,0.0,0.0,7.9,23.1,12.1,0.0,Y,N
2015-05-02,108487.975,1408.160613,108487.975,1408.160613,0.0,0.0,0.0,11.6,22.2,6.1,0.0,Y,N
2015-05-03,109233.34,1668.256125,109233.34,1668.256125,0.0,0.0,0.0,9.7,18.2,11.2,0.0,Y,N
2015-05-04,122375.47,1568.901477,122375.47,1568.901477,0.0,0.0,0.0,7.5,22.3,11.6,0.0,Y,N
2015-05-05,123734.865,1491.570746,123734.865,1491.570746,0.0,0.0,0.0,9.2,18.1,7.1,0.6,Y,N
2015-05-06,129121.86,1417.450444,129121.86,1417.450444,0.0,0.0,0.0,9.5,16.2,7.6,1.4,Y,N
2015-05-08,131138.73,1583.748425,131138.73,1583.748425,0.0,0.0,0.0,10.5,15.9,5.9,0.2,Y,N
2015-05-09,108377.05,1067.740575,108377.05,1067.740575,0.0,0.0,0.0,12.8,18.7,7.3,0.0,Y,N
2015-05-12,129312.58,1544.516403,129312.58,1544.516403,0.0,0.0,0.0,12.8,17.4,5.9,0.0,Y,N
2015-05-15,135172.41,1791.420357,135172.41,1791.420357,0.0,0.0,0.0,11.5,14.5,6.2,1.8,Y,N
2015-05-16,117136.63,1912.951296,117136.63,1912.951296,0.0,0.0,0.0,11.3,16.2,10.4,0.0,Y,N
2015-05-17,111897.085,1663.927743,111897.085,1663.927743,0.0,0.0,0.0,7.4,20.5,10.3,0.0,Y,N
2015-05-18,127524.8,2142.50734,127524.8,2142.50734,0.0,0.0,0.0,7.2,20.4,10.2,0.0,Y,N
2015-05-19,133235.48,1854.067167,133235.48,1854.067167,0.0,0.0,0.0,9.9,16.2,3.2,0.0,Y,N
2015-05-22,133422.46,1885.430317,133422.46,1885.430317,0.0,0.0,0.0,9.1,14.1,6.7,0.4,Y,N
2015-05-23,119331.85,1700.933836,119331.85,1700.933836,0.0,0.0,0.0,10.4,13.3,7.7,0.0,Y,N
2015-05-24,118783.085,1715.437794,118783.085,1715.437794,0.0,0.0,0.0,6.0,15.6,8.6,0.0,Y,N
2015-05-25,136690.92,2811.214683,136690.92,2811.214683,0.0,0.0,0.0,7.4,17.1,8.1,0.0,Y,N
2015-05-26,140886.995,2527.506789,140886.995,2527.506789,0.0,0.0,0.0,5.4,15.6,6.8,0.0,Y,N
2015-05-27,133103.37,1627.785368,133103.37,1627.785368,0.0,0.0,0.0,7.9,18.7,7.4,0.0,Y,N
2015-05-28,127900.235,1421.497545,127900.235,1421.497545,0.0,0.0,0.0,13.1,19.7,8.4,0.0,Y,N
2015-05-29,132338.94,1623.401005,132338.94,1623.401005,0.0,0.0,0.0,9.5,15.8,6.6,0.0,Y,N
2015-05-30,114669.79,1037.589541,114669.79,1037.589541,0.0,0.0,0.0,11.0,17.3,8.0,0.0,Y,N
2015-05-31,113261.26,1011.655736,113261.26,1011.655736,0.0,0.0,0.0,12.3,16.8,4.9,0.0,Y,N
2015-06-03,146902.95,2754.149375,146902.95,2754.149375,0.0,0.0,0.0,8.1,13.6,8.2,0.8,Y,N
2015-06-04,147155.265,1800.249013,147155.265,1800.249013,0.0,0.0,0.0,4.4,11.3,5.5,0.0,Y,N
2015-06-06,120128.295,1643.977963,120128.295,1643.977963,0.0,0.0,0.0,9.2,16.6,6.4,0.2,Y,N
2015-06-07,109609.685,1273.529563,109609.685,1273.529563,0.0,0.0,0.0,11.2,14.5,6.9,0.0,Y,N
2015-06-08,110715.815,1326.76046,110715.815,1326.76046,0.0,0.0,0.0,11.1,18.5,8.2,0.0,Y,Y
2015-06-10,144125.525,2166.061508,144125.525,2166.061508,0.0,0.0,0.0,7.5,13.4,7.1,0.0,Y,N
2015-06-12,145005.62,2044.769638,145005.62,2044.769638,0.0,0.0,0.0,5.2,13.1,6.9,0.0,Y,N
2015-06-13,123754.55,1626.941996,123754.55,1626.941996,0.0,0.0,0.0,6.0,18.2,8.0,0.0,Y,N
2015-06-14,119125.62,1721.15299,119125.62,1721.15299,0.0,0.0,0.0,5.8,17.4,8.0,0.0,Y,N
2015-06-15,136054.145,1961.518164,136054.145,1961.518164,0.0,0.0,0.0,7.1,16.9,6.6,0.0,Y,N
2015-06-17,134290.46,2139.505294,134290.46,2139.505294,0.0,0.0,0.0,11.7,13.8,4.7,0.0,Y,N
2015-06-18,137073.775,2040.324379,137073.775,2040.324379,0.0,0.0,0.0,10.7,12.7,4.2,1.0,Y,N
2015-06-19,139781.245,2099.857377,139781.245,2099.857377,0.0,0.0,0.0,7.0,12.4,7.9,0.2,Y,N
2015-06-20,129576.36,2238.590799,129576.36,2238.590799,0.0,0.0,0.0,4.1,11.6,7.1,0.0,Y,N
2015-06-21,124910.57,1846.663175,124910.57,1846.663175,0.0,0.0,0.0,2.2,12.9,8.6,0.0,Y,N
2015-06-22,140431.36,1660.127464,140431.36,1660.127464,0.0,0.0,0.0,3.6,14.1,6.2,0.0,Y,N
2015-06-23,133171.4,1647.067215,133171.4,1647.067215,0.0,0.0,0.0,9.6,17.6,5.8,0.0,Y,N
2015-06-24,135407.57,1754.90242,135407.57,1754.90242,0.0,0.0,0.0,12.2,16.0,7.7,0.0,Y,N
2015-06-25,137379.23,1800.497035,137379.23,1800.497035,0.0,0.0,0.0,9.6,14.0,6.3,0.0,Y,N
2015-06-26,135562.075,1739.15221,135562.075,1739.15221,0.0,0.0,0.0,10.5,16.9,7.1,0.0,N,N
2015-06-27,124587.43,1541.094673,124587.43,1541.094673,0.0,0.0,0.0,8.0,14.1,5.0,0.0,N,N
2015-06-28,119277.48,1688.651256,119277.48,1688.651256,0.0,0.0,0.0,9.6,14.5,4.1,0.0,N,N
2015-06-29,139468.155,1948.68597,139468.155,1948.68597,0.0,0.0,0.0,6.9,12.3,5.6,0.0,N,N
2015-06-30,143170.055,2049.447814,143170.055,2049.447814,0.0,0.0,0.0,5.0,14.2,7.9,0.0,N,N
2015-07-01,138931.0,1608.005938,138931.0,1608.005938,0.0,0.0,0.0,7.4,15.0,6.9,0.0,N,N
2015-07-02,138972.425,1940.129553,138972.425,1940.129553,0.0,0.0,0.0,10.3,11.9,7.0,0.6,N,N
2015-07-04,130073.27,1586.592642,130073.27,1586.592642,0.0,0.0,0.0,7.3,10.6,2.8,0.0,N,N
2015-07-05,117312.925,1307.459197,117312.925,1307.459197,0.0,0.0,0.0,8.2,14.9,8.2,2.0,N,N
2015-07-06,143176.335,1963.196238,143176.335,1963.196238,0.0,0.0,0.0,7.5,11.5,4.4,1.6,N,N
2015-07-08,141696.295,2210.599959,141696.295,2210.599959,0.0,0.0,0.0,4.9,14.8,8.5,0.2,N,N
2015-07-09,141994.375,2098.03589,141994.375,2098.03589,0.0,0.0,0.0,6.5,13.4,3.5,0.0,N,N
2015-07-10,136884.095,1758.752164,136884.095,1758.752164,0.0,0.0,0.0,7.6,14.3,5.8,0.0,N,N
2015-07-11,123971.705,1667.97053,123971.705,1667.97053,0.0,0.0,0.0,10.9,13.1,3.7,0.2,N,N
2015-07-12,124790.695,1805.795924,124790.695,1805.795924,0.0,0.0,0.0,3.4,12.3,2.9,1.6,N,N
2015-07-16,144797.98,2204.493915,144797.98,2204.493915,0.0,0.0,0.0,6.6,12.3,8.1,0.2,Y,N
2015-07-18,130187.445,2402.005373,130187.445,2402.005373,0.0,0.0,0.0,6.1,11.5,9.5,0.4,Y,N
2015-07-19,131141.355,2373.444322,131141.355,2373.444322,0.0,0.0,0.0,0.6,12.1,9.7,0.0,Y,N
2015-07-20,146154.37,2276.66694,146154.37,2276.66694,0.0,0.0,0.0,1.8,14.7,9.7,0.0,Y,N
2015-07-21,138931.81,1573.937323,138931.81,1573.937323,0.0,0.0,0.0,4.2,17.0,8.6,0.0,Y,N
2015-07-22,138418.835,1836.035407,138418.835,1836.035407,0.0,0.0,0.0,11.4,16.6,6.0,1.6,Y,N
2015-07-23,142316.295,1850.628318,142316.295,1850.628318,0.0,0.0,0.0,5.1,16.1,9.5,0.0,Y,N
2015-07-24,136837.155,1507.17534,136837.155,1507.17534,0.0,0.0,0.0,7.6,15.0,4.4,1.2,Y,N
2015-07-25,121021.425,1211.368598,121021.425,1211.368598,0.0,0.0,0.0,9.4,13.3,7.7,0.8,Y,N
2015-07-27,142470.43,1916.048564,142470.43,1916.048564,0.0,0.0,0.0,6.2,13.9,9.6,0.8,Y,N
2015-07-28,144008.37,2219.815252,144008.37,2219.815252,0.0,0.0,0.0,7.9,14.4,10.2,0.0,Y,N
2015-07-29,142637.76,2028.327782,142637.76,2028.327782,0.0,0.0,0.0,8.4,14.0,9.0,0.0,Y,N
2015-07-30,143544.11,1586.320951,143544.11,1586.320951,0.0,0.0,0.0,8.6,12.3,4.5,0.0,Y,N
2015-07-31,139584.955,1909.705731,139584.955,1909.705731,0.0,0.0,0.0,4.1,14.0,10.8,0.6,Y,N
2015-08-02,117638.065,1273.191943,117638.065,1273.191943,0.0,0.0,0.0,7.8,14.9,8.3,0.0,Y,N
2015-08-04,147550.185,2433.356633,147550.185,2433.356633,0.0,0.0,0.0,3.5,11.3,7.1,0.0,Y,N
2015-08-05,142325.99,2320.188999,142325.99,2320.188999,0.0,0.0,0.0,6.6,10.8,8.0,1.0,Y,N
2015-08-06,143642.355,2666.043565,143642.355,2666.043565,0.0,0.0,0.0,7.1,12.8,7.0,1.6,Y,N
2015-08-07,143060.33,2330.381795,143060.33,2330.381795,0.0,0.0,0.0,9.0,13.1,9.0,1.4,Y,N
2015-08-08,125830.535,2130.651787,125830.535,2130.651787,0.0,0.0,0.0,8.8,12.6,6.6,0.4,Y,N
2015-08-09,120008.455,1603.669215,120008.455,1603.669215,0.0,0.0,0.0,7.7,13.3,6.9,0.0,Y,N
2015-08-10,130978.095,1639.059623,130978.095,1639.059623,0.0,0.0,0.0,8.3,16.0,10.7,0.2,Y,N
2015-08-11,135616.125,1739.952288,135616.125,1739.952288,0.0,0.0,0.0,7.8,14.8,11.7,0.8,Y,N
2015-08-12,138900.5,2033.823404,138900.5,2033.823404,0.0,0.0,0.0,9.3,14.8,9.2,0.0,Y,N
2015-08-13,140905.85,2000.712545,140905.85,2000.712545,0.0,0.0,0.0,8.4,13.0,7.0,0.2,Y,N
2015-08-14,137838.925,1930.293556,137838.925,1930.293556,0.0,0.0,0.0,10.4,15.3,7.3,0.0,Y,N
2015-08-15,122088.76,1856.672828,122088.76,1856.672828,0.0,0.0,0.0,10.0,14.9,10.9,0.4,Y,N
2015-08-16,116648.77,1379.052363,116648.77,1379.052363,0.0,0.0,0.0,4.7,17.0,9.5,0.2,Y,N
2015-08-18,148093.96,2466.765844,148093.96,2466.765844,0.0,0.0,0.0,6.1,11.1,9.8,0.6,Y,N
2015-08-19,144024.66,2137.138786,144024.66,2137.138786,0.0,0.0,0.0,5.5,12.7,10.2,0.0,Y,N
2015-08-20,131575.79,1663.786183,131575.79,1663.786183,0.0,0.0,0.0,6.1,17.1,12.7,0.0,Y,N
2015-08-21,126570.47,2118.255072,126570.47,2118.255072,0.0,0.0,0.0,10.9,18.7,4.1,0.0,Y,N
2015-08-22,112275.15,1756.021381,112275.15,1756.021381,0.0,0.0,0.0,11.8,18.8,11.8,0.0,Y,N
2015-08-23,111793.015,1603.670265,111793.015,1603.670265,0.0,0.0,0.0,7.9,16.3,13.1,0.0,Y,N
2015-08-24,128868.255,1449.591748,128868.255,1449.591748,0.0,0.0,0.0,8.5,14.5,9.6,0.0,Y,N
2015-08-25,135051.545,1568.990795,135051.545,1568.990795,0.0,0.0,0.0,9.5,14.3,8.1,0.0,Y,N
2015-08-26,135914.68,2022.567767,135914.68,2022.567767,0.0,0.0,0.0,9.2,14.6,7.8,0.2,Y,N
2015-08-27,141159.77,2266.242622,141159.77,2266.242622,0.0,0.0,0.0,9.8,11.7,2.7,0.8,Y,N
2015-08-29,124448.5,1932.296757,124448.5,1932.296757,0.0,0.0,0.0,6.3,11.7,9.1,1.8,Y,N
2015-08-31,137724.895,2738.385969,137724.895,2738.385969,0.0,0.0,0.0,8.1,13.0,11.5,0.0,Y,N
2015-09-01,134116.77,2731.440876,134116.77,2731.440876,0.0,0.0,0.0,5.1,16.2,15.7,0.0,Y,N
2015-09-02,132794.715,2671.116884,132794.715,2671.116884,0.0,0.0,0.0,8.0,18.8,10.5,0.0,Y,N
2015-09-04,131384.88,3580.689309,131384.88,3580.689309,0.0,0.0,0.0,8.7,13.7,13.0,0.0,Y,N
2015-09-05,115799.32,3114.462195,115799.32,3114.462195,0.0,0.0,0.0,10.2,14.0,14.8,0.0,Y,N
2015-09-06,109641.375,2210.488768,109641.375,2210.488768,0.0,0.0,0.0,5.8,16.6,11.8,0.0,Y,N
2015-09-08,136340.7,2271.964486,136340.7,2271.964486,0.0,0.0,0.0,8.8,12.8,11.1,2.0,Y,N
2015-09-09,132977.45,2621.537871,132977.45,2621.537871,0.0,0.0,0.0,10.0,15.3,11.4,0.0,Y,N
2015-09-10,133541.98,2664.648794,133541.98,2664.648794,0.0,0.0,0.0,10.0,15.7,17.3,0.0,Y,N
2015-09-11,123968.9,1965.738698,123968.9,1965.738698,0.0,0.0,0.0,5.1,20.1,17.7,0.0,Y,N
2015-09-12,108790.005,2051.043424,108790.005,2051.043424,0.0,0.0,0.0,12.2,21.7,10.2,0.0,Y,N
2015-09-13,99161.765,1653.687732,99161.765,1653.687732,0.0,0.0,0.0,13.2,25.5,17.1,0.0,Y,N
2015-09-14,116574.17,1761.867785,116574.17,1761.867785,0.0,0.0,0.0,15.4,26.7,17.8,0.0,Y,N
2015-09-16,131795.485,2122.481423,131795.485,2122.481423,0.0,0.0,0.0,8.9,14.8,17.6,0.0,Y,N
2015-09-17,131050.675,2213.62073,131050.675,2213.62073,0.0,0.0,0.0,9.0,14.3,12.4,0.4,Y,N
2015-09-18,130764.585,2213.120513,130764.585,2213.120513,0.0,0.0,0.0,10.5,14.7,8.1,0.0,N,N
2015-09-19,112377.185,2605.121004,112377.185,2605.121004,0.0,0.0,0.0,6.5,21.3,17.0,0.0,N,N
2015-09-20,103708.925,1789.760436,103708.925,1789.760436,0.0,0.0,0.0,8.5,22.9,17.3,0.0,N,N
2015-09-21,120096.71,2448.752089,120096.71,2448.752089,0.0,0.0,0.0,14.0,18.1,6.7,0.0,N,N
2015-09-23,131866.73,2710.896223,131866.73,2710.896223,0.0,0.0,0.0,8.5,12.6,20.3,0.0,N,N
2015-09-24,130937.625,2994.789295,130937.625,2994.789295,0.0,0.0,0.0,5.1,14.3,18.2,0.0,N,N
2015-09-25,124278.93,2782.382167,124278.93,2782.382167,0.0,0.0,0.0,5.8,19.1,20.2,0.0,N,N
2015-09-26,111064.49,2657.556981,111064.49,2657.556981,0.0,0.0,0.0,6.6,17.9,20.1,0.0,N,N
2015-09-27,106431.815,2392.954999,106431.815,2392.954999,0.0,0.0,0.0,9.8,20.2,19.6,0.0,N,N
2015-09-28,121796.715,2289.157057,121796.715,2289.157057,0.0,0.0,0.0,8.3,21.4,13.6,0.0,N,N
2015-09-29,126691.8,2050.256315,126691.8,2050.256315,0.0,0.0,0.0,9.0,16.9,13.5,0.0,N,N
2015-09-30,129641.245,2286.703381,129641.245,2286.703381,0.0,0.0,0.0,11.5,15.9,16.8,0.0,N,N
2015-10-01,124356.415,1896.08779,124356.415,1896.08779,0.0,0.0,0.0,6.0,21.6,21.7,0.0,N,N
2015-10-02,107544.145,2086.581415,107544.145,2086.581415,0.0,0.0,0.0,9.9,28.6,21.7,0.0,N,Y
2015-10-03,100598.55,1676.624316,100598.55,1676.624316,0.0,0.0,0.0,16.3,31.3,22.2,0.0,N,N
2015-10-04,103828.88,1991.461247,103828.88,1991.461247,0.0,0.0,0.0,13.9,24.9,22.2,0.0,N,N
